URL_ID,URL,Positive_Score,Negative_Score,Polarity_Score,Subjectivity_Score,Average_Sentence_Length,Percentage_of_Complex_Words,Fog_Index,Complex_Word_Count,Word_Count,Syllable_Count_Per_Word,Personal_Pronoun,Average_Word_Length
54,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,22,0,0.999999955,0.050574713,17.05357143,0.12565445,6.871690352,120,435,2,0,5.072251309
55,https://insights.blackcoffer.com/evolution-of-advertising-industry/,14,5,0.473684186,0.054913295,17.36585366,0.136235955,7.000835845,97,346,2,0,5.417134831
56,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,3,4,-0.142857122,0.05,26.83333333,0.077639752,10.76438923,25,140,2,2,5.350931677
58,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,23,69,-0.499999995,0.14330218,24,0.093390805,9.637356322,130,642,2,2,5.07183908
59,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,16,15,0.032258063,0.100323624,22.71875,0.086657497,9.122162999,63,309,2,3,4.95735901
60,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,57,38,0.199999998,0.123216602,21.48351648,0.075191816,8.62348332,147,771,2,9,4.816368286
61,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,41,3,0.863636344,0.143790849,14.68888889,0.113464448,5.920941335,75,306,2,4,5.089258699
62,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,5,0,0.9999998,0.026737968,22.88235294,0.077120823,9.183789506,30,187,2,0,4.863753213
63,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,23,9,0.437499986,0.066945607,23.56818182,0.076181292,9.457745244,79,478,1,4,4.759884282
64,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,24,8,0.499999984,0.104918032,23.56,0.118845501,9.4715382,70,305,2,1,5.415959253
65,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,14,9,0.217391295,0.159722221,13.89285714,0.05655527,5.579764965,22,144,2,0,5.082262211
66,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,4,0,0.99999975,0.052631578,15.8,0.132911392,6.373164557,21,76,2,2,5.379746835
67,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,20,37,-0.298245609,0.170149253,15.4,0.083825266,6.193530106,71,335,1,13,4.527744982
68,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,5,2,0.428571367,0.093333332,18.4,0.059782609,7.383913043,11,75,2,1,4.820652174
69,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,45,18,0.428571422,0.110720562,17.82258065,0.117647059,7.176091082,130,569,2,0,5.587330317
70,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,7,18,-0.439999982,0.112107623,19.32142857,0.07948244,7.760364405,43,223,2,8,4.96857671
71,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,21,37,-0.275862064,0.130925508,21.48,0.06424581,8.617698324,69,443,2,5,4.797951583
72,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,26,49,-0.306666663,0.093516209,23.78378378,0.110227273,9.557604423,194,802,2,16,5.252272727
73,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,42,23,0.292307688,0.09406657,24.90140845,0.074660633,9.990427634,132,691,2,18,4.687217195
74,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,29,24,0.094339621,0.085209003,21.53623188,0.074697174,8.644371623,111,622,2,16,4.763122476
75,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,24,7,0.548387079,0.100323624,13.43283582,0.091111111,5.409578773,82,309,1,0,4.472222222
76,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,38,8,0.652173899,0.093495935,25.24137931,0.053961749,10.11813642,79,492,1,4,4.423497268
77,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,27,6,0.636363617,0.197604789,28.52941176,0.105154639,11.45382656,51,167,2,8,4.536082474
78,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,38,16,0.4074074,0.074175824,24.05882353,0.116136919,9.669984179,190,728,2,7,5.021393643
79,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,21,70,-0.538461533,0.229797979,14.8,0.078185328,5.951274131,81,396,1,11,4.576254826
80,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,55,23,0.410256405,0.177272727,15.84931507,0.041486603,6.356320669,48,440,1,5,4.415730337
81,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,24,42,-0.272727269,0.116402116,20.30508475,0.054257095,8.143736736,65,567,1,0,4.884808013
82,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,28,24,0.076923075,0.075144509,15.67391304,0.079056865,6.301187964,114,692,2,6,5.133841886
83,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,20,74,-0.574468079,0.230392156,16.06060606,0.081132075,6.456695254,86,408,1,13,4.605660377
84,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,37,33,0.057142856,0.109546166,23.88059701,0.081875,9.584988806,131,639,1,5,4.76125
85,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,23,13,0.27777777,0.100840336,28.44444444,0.078125,11.40902778,60,357,2,1,5.173177083
86,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,37,24,0.213114751,0.106086956,30.025,0.104912573,12.05196503,126,575,2,1,5.350541216
87,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,38,56,-0.19148936,0.110979929,21.8045977,0.077490775,8.75283539,147,847,2,5,5.045334739
88,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,31,11,0.476190465,0.025149701,13.83534137,0.062699565,5.559216372,216,1670,1,0,4.930333817
89,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,32,42,-0.135135133,0.100271003,20.98809524,0.083380601,8.428590336,147,738,2,10,4.932501418
90,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,29,62,-0.362637359,0.116666667,23.52380952,0.124831309,9.459456333,185,780,2,0,5.512145749
91,https://insights.blackcoffer.com/human-rights-outlook/,3,1,0.499999875,0.076923075,21.14285714,0.074324324,8.486872587,11,52,1,2,4.493243243
92,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,28,4,0.749999977,0.072892938,23.35714286,0.076452599,9.373438183,75,439,1,1,4.759429154
93,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,38,31,0.101449274,0.102526003,15.62711864,0.081887202,6.283602338,151,673,2,5,4.886659436
94,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,48,15,0.523809515,0.081081081,20.11235955,0.093854749,8.08248572,168,777,2,5,4.816201117
95,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,29,33,-0.064516128,0.131914893,22.89361702,0.078066914,9.188673574,84,470,2,3,4.935873606
96,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,16,41,-0.438596484,0.068181818,23.31081081,0.100289855,9.364440266,173,836,2,1,5.282318841
97,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,13,41,-0.518518509,0.124137931,19.73469388,0.091003102,7.930278792,88,435,2,3,4.985522234
98,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,33,48,-0.185185183,0.164300203,16.98611111,0.066230581,6.820936677,81,493,2,27,4.775143091
99,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,21,27,-0.124999997,0.107142857,29.86486486,0.096832579,11.98467898,107,448,2,12,4.94841629
100,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,22,46,-0.352941171,0.104454685,20.35384615,0.101284958,8.182052445,134,651,2,2,5.10430839
101,https://insights.blackcoffer.com/travel-and-tourism-outlook/,3,3,0,0.089552237,21.22222222,0.068062827,8.51611402,13,67,1,2,4.460732984
102,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,24,43,-0.283582085,0.139874739,19.03389831,0.072128228,7.642410613,81,479,1,11,4.727515583
103,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,6,24,-0.59999998,0.092879257,19,0.083591331,7.633436533,54,323,1,4,4.913312693
104,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,26,54,-0.349999996,0.149253731,21.69230769,0.105496454,8.719121658,119,536,2,2,5.255319149
105,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,22,35,-0.228070171,0.142144638,27.475,0.064604186,11.01584167,71,401,1,5,4.641492266
106,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,6,2,0.499999938,0.038461538,16.32,0.088235294,6.563294118,36,208,2,0,5.355392157
107,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,12,3,0.59999996,0.054545454,17.71428571,0.067741935,7.11281106,42,275,1,3,4.637096774
108,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,32,58,-0.288888886,0.172413793,30.34285714,0.0913371,12.1736777,97,522,2,3,5.165725047
109,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis/,25,25,0,0.221238937,23.77419355,0.03256445,9.5227032,24,226,1,37,4.158751696
110,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding/,6,39,-0.733333317,0.094537815,21.42,0.074696545,8.597878618,80,476,1,0,5.06162465
111,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-2/,14,33,-0.404255311,0.103296703,19.90384615,0.107246377,8.004437012,111,455,2,0,5.25410628
112,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-3/,22,52,-0.4054054,0.146825397,20.35294118,0.100192678,8.181253542,104,504,2,1,5.228323699
113,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-3/,21,35,-0.249999996,0.099821747,22.28571429,0.092948718,8.951465201,116,561,2,7,4.958333333
114,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work/,44,48,-0.04347826,0.131241084,21.63513514,0.077451593,8.685034691,124,701,1,2,4.743910056
115,https://insights.blackcoffer.com/covid-19-how-have-countries-been-responding-2/,23,44,-0.313432831,0.074610245,19.68085106,0.078918919,7.903907993,146,898,1,2,5.001621622
116,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-4/,23,25,-0.041666666,0.140762463,35.64,0.044893378,14.27395735,40,341,1,41,4.214365881
117,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-2/,37,73,-0.327272724,0.125714286,25.2739726,0.102439024,10.15056465,189,875,2,7,5.248238482
118,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-3/,28,59,-0.356321835,0.174698795,16.29113924,0.064491064,6.542252122,83,498,1,7,4.491064491
119,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-4/,8,14,-0.27272726,0.124999999,16.85,0.112759644,6.785103858,38,176,2,1,5.433234421
120,https://insights.blackcoffer.com/why-scams-like-nirav-modi-happen-with-indian-banks/,44,92,-0.352941174,0.123974476,22.59375,0.086214846,9.071985938,187,1097,1,1,5.187183034
121,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy/,31,64,-0.347368417,0.174953959,25.375,0.060960591,10.17438424,99,543,1,34,4.405788177
122,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy-2/,29,63,-0.369565213,0.120104438,18.03061224,0.077532541,7.243257914,137,766,1,12,4.869269949
123,https://insights.blackcoffer.com/impact-of-covid-19-on-the-global-economy-2/,38,82,-0.366666664,0.155844156,23.44871795,0.072717332,9.408574112,133,770,2,7,5.055221432
124,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-3/,48,79,-0.244094486,0.130792997,22.52873563,0.112244898,9.056392212,220,971,2,7,5.314285714
125,https://insights.blackcoffer.com/should-celebrities-be-allowed-to-join-politics/,53,18,0.49295774,0.085852479,30.11290323,0.089448313,12.08094062,167,827,2,2,5.088912694
126,https://insights.blackcoffer.com/how-prepared-is-india-to-tackle-a-possible-covid-19-outbreak/,15,25,-0.249999994,0.103896104,26.90625,0.074332172,10.79223287,64,385,2,3,4.976771196
127,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work/,41,95,-0.397058821,0.175937904,20.63291139,0.103680982,8.29463695,169,773,2,6,5.159509202
128,https://insights.blackcoffer.com/controversy-as-a-marketing-strategy/,30,49,-0.240506326,0.196029776,16.67213115,0.08259587,6.701890807,84,403,1,3,4.737463127
129,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry/,5,26,-0.677419333,0.1,19.33333333,0.086206897,7.767816092,55,310,2,1,5.170846395
130,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets/,21,61,-0.487804872,0.100613497,33.68627451,0.104772992,13.516419,180,815,2,2,5.143771828
131,https://insights.blackcoffer.com/what-are-the-key-policies-that-will-mitigate-the-impacts-of-covid-19-on-the-world-of-work/,86,31,0.470085466,0.13340935,24.5,0.104875283,9.841950113,185,877,2,0,5.169501134
132,https://insights.blackcoffer.com/marketing-drives-results-with-a-focus-on-problems/,25,22,0.063829786,0.075562701,22.22222222,0.107857143,8.932031746,151,622,2,6,5.2
133,https://insights.blackcoffer.com/continued-demand-for-sustainability/,49,32,0.209876541,0.153992395,24.19047619,0.156496063,9.738788901,159,526,2,0,5.833661417
134,https://insights.blackcoffer.com/coronavirus-disease-covid-19-effect-the-impact-and-role-of-mass-media-during-the-pandemic/,11,14,-0.119999995,0.119047618,31.25,0.109333333,12.54373333,41,210,2,4,5.629333333
135,https://insights.blackcoffer.com/should-people-wear-fabric-gloves-seeking-evidence-regarding-the-differential-transfer-of-covid-19-or-coronaviruses-generally-between-surfaces/,5,7,-0.166666653,0.091603053,21.75,0.054597701,8.72183908,19,131,1,7,4.5
136,https://insights.blackcoffer.com/why-is-there-a-severe-immunological-and-inflammatory-explosion-in-those-affected-by-sarms-covid-19/,0,16,-0.999999938,0.105960264,27.26666667,0.102689487,10.94774246,42,151,1,4,4.767726161
137,https://insights.blackcoffer.com/what-do-you-think-is-the-lesson-or-lessons-to-be-learned-with-covid-19/,4,5,-0.111111099,0.08490566,24.3,0.106995885,9.762798354,26,106,2,3,4.818930041
138,https://insights.blackcoffer.com/coronavirus-the-unexpected-challenge-for-the-european-union/,5,11,-0.374999977,0.152380951,16.25,0.096153846,6.538461538,25,105,2,6,5.011538462
139,https://insights.blackcoffer.com/industrial-revolution-4-0-pros-and-cons/,25,8,0.5151515,0.190751444,12.24,0.114379085,4.941751634,35,173,2,0,5.565359477
140,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy/,15,54,-0.565217383,0.142561983,20.26923077,0.070208729,8.135775799,74,484,1,0,4.928842505
141,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-indian-economy-2/,8,49,-0.719298233,0.143939394,24.85,0.052313883,9.960925553,52,396,1,4,4.825955734
142,https://insights.blackcoffer.com/impact-of-covid-19coronavirus-on-the-indian-economy/,36,70,-0.320754714,0.125,22.24096386,0.099133261,8.936038847,183,848,2,0,5.112676056
143,https://insights.blackcoffer.com/impact-of-covid-19-coronavirus-on-the-global-economy/,5,24,-0.655172391,0.105072463,18.57575758,0.07177814,7.459014286,44,276,1,1,5.061990212
145,https://insights.blackcoffer.com/blockchain-in-fintech/,18,17,0.028571428,0.081585081,27.55263158,0.070678128,11.04932388,74,429,2,2,5.152817574
146,https://insights.blackcoffer.com/blockchain-for-payments/,22,26,-0.083333332,0.11566265,16.68518519,0.092119867,6.710922021,83,415,2,9,5.352941176
147,https://insights.blackcoffer.com/the-future-of-investing/,37,12,0.510204071,0.067031464,18.73493976,0.092604502,7.531017704,144,731,2,1,5.102893891
148,https://insights.blackcoffer.com/big-data-analytics-in-healthcare/,26,44,-0.257142853,0.123239436,15.73972603,0.100957354,6.336273353,116,568,2,2,4.999129678
149,https://insights.blackcoffer.com/business-analytics-in-the-healthcare-industry/,34,4,0.789473663,0.104972375,22.87096774,0.128349788,9.199727012,91,362,2,0,5.647390691
150,https://insights.blackcoffer.com/challenges-and-opportunities-of-big-data-in-healthcare/,31,38,-0.101449274,0.143451143,15.96923077,0.087668593,6.422759745,91,481,2,8,5.036608863
